,Retail Sales Exp MoM,Retail Sales MoM,Retail Sales Release,Payrolls,Citi Suprise,Payrolls,Payrolls Exp,Payrolls Release,ISM Manufacturing,ISM Manufacturing Exp,ISM Manufacturing Release,S&P 500 TR,S&P 500 Price
2000-12-28,,-0.4,20001213.0,226.0,,226.0,147.0,20001208.0,48.5,48.0,20001201.0,1856.76,1334.22
2000-12-29,,-0.4,20001213.0,226.0,,226.0,147.0,20001208.0,48.5,48.0,20001201.0,1837.36,1320.28
2001-01-01,,-0.1,20010112.0,142.0,,142.0,111.0,20010105.0,43.9,47.0,20010102.0,1837.36,1320.28
2001-01-02,,-0.1,20010112.0,142.0,,142.0,111.0,20010105.0,43.9,47.0,20010102.0,1785.86,1283.27
2001-01-03,,-0.1,20010112.0,142.0,,142.0,111.0,20010105.0,43.9,47.0,20010102.0,1875.56,1347.56
2001-01-04,,-0.1,20010112.0,142.0,,142.0,111.0,20010105.0,43.9,47.0,20010102.0,1855.82,1333.34
2001-01-05,,-0.1,20010112.0,142.0,,142.0,111.0,20010105.0,43.9,47.0,20010102.0,1807.13,1298.35
2001-01-08,,-0.1,20010112.0,142.0,,142.0,111.0,20010105.0,43.9,47.0,20010102.0,1804.04,1295.86
2001-01-09,,-0.1,20010112.0,142.0,,142.0,111.0,20010105.0,43.9,47.0,20010102.0,1810.98,1300.8
2001-01-10,,-0.1,20010112.0,142.0,,142.0,111.0,20010105.0,43.9,47.0,20010102.0,1828.5,1313.27
2001-01-11,,-0.1,20010112.0,142.0,,142.0,111.0,20010105.0,43.9,47.0,20010102.0,1847.37,1326.82
2001-01-12,,-0.1,20010112.0,142.0,,142.0,111.0,20010105.0,43.9,47.0,20010102.0,1835.53,1318.32
2001-01-15,,-0.1,20010112.0,142.0,,142.0,111.0,20010105.0,43.9,47.0,20010102.0,1835.53,1318.32
2001-01-16,,-0.1,20010112.0,142.0,,142.0,111.0,20010105.0,43.9,47.0,20010102.0,1847.13,1326.65
2001-01-17,,-0.1,20010112.0,142.0,,142.0,111.0,20010105.0,43.9,47.0,20010102.0,1851.16,1329.47
2001-01-18,,-0.1,20010112.0,142.0,,142.0,111.0,20010105.0,43.9,47.0,20010102.0,1876.94,1347.97
2001-01-19,,-0.1,20010112.0,142.0,,142.0,111.0,20010105.0,43.9,47.0,20010102.0,1869.38,1342.54
2001-01-22,,-0.1,20010112.0,142.0,,142.0,111.0,20010105.0,43.9,47.0,20010102.0,1869.89,1342.9
2001-01-23,,-0.1,20010112.0,142.0,,142.0,111.0,20010105.0,43.9,47.0,20010102.0,1894.25,1360.4
2001-01-24,,-0.1,20010112.0,142.0,,142.0,111.0,20010105.0,43.9,47.0,20010102.0,1899.71,1364.3
2001-01-25,,-0.1,20010112.0,142.0,,142.0,111.0,20010105.0,43.9,47.0,20010102.0,1890.27,1357.51
2001-01-26,,-0.1,20010112.0,142.0,,142.0,111.0,20010105.0,43.9,47.0,20010102.0,1886.8,1354.95
2001-01-29,,-0.1,20010112.0,142.0,,142.0,111.0,20010105.0,43.9,47.0,20010102.0,1899.75,1364.17
2001-01-30,,-0.1,20010112.0,142.0,,142.0,111.0,20010105.0,43.9,47.0,20010102.0,1913.13,1373.73
2001-01-31,,1.2,20010213.0,-26.0,,-26.0,90.0,20010202.0,42.3,43.0,20010201.0,1902.55,1366.01
2001-02-01,,1.2,20010213.0,-26.0,,-26.0,90.0,20010202.0,42.3,43.0,20010201.0,1913.11,1373.47
2001-02-02,,1.2,20010213.0,-26.0,,-26.0,90.0,20010202.0,42.3,43.0,20010201.0,1879.69,1349.47
2001-02-05,,1.2,20010213.0,-26.0,,-26.0,90.0,20010202.0,42.3,43.0,20010201.0,1886.48,1354.31
2001-02-06,,1.2,20010213.0,-26.0,,-26.0,90.0,20010202.0,42.3,43.0,20010201.0,1883.72,1352.26
2001-02-07,,1.2,20010213.0,-26.0,,-26.0,90.0,20010202.0,42.3,43.0,20010201.0,1868.29,1340.89
2001-02-08,,1.2,20010213.0,-26.0,,-26.0,90.0,20010202.0,42.3,43.0,20010201.0,1856.66,1332.53
2001-02-09,,1.2,20010213.0,-26.0,,-26.0,90.0,20010202.0,42.3,43.0,20010201.0,1831.96,1314.76
2001-02-12,,1.2,20010213.0,-26.0,,-26.0,90.0,20010202.0,42.3,43.0,20010201.0,1853.65,1330.31
2001-02-13,,1.2,20010213.0,-26.0,,-26.0,90.0,20010202.0,42.3,43.0,20010201.0,1837.77,1318.8
2001-02-14,,1.2,20010213.0,-26.0,,-26.0,90.0,20010202.0,42.3,43.0,20010201.0,1834.1,1315.92
2001-02-15,,1.2,20010213.0,-26.0,,-26.0,90.0,20010202.0,42.3,43.0,20010201.0,1849.15,1326.61
2001-02-16,,1.2,20010213.0,-26.0,,-26.0,90.0,20010202.0,42.3,43.0,20010201.0,1814.22,1301.53
2001-02-19,,1.2,20010213.0,-26.0,,-26.0,90.0,20010202.0,42.3,43.0,20010201.0,1814.22,1301.53
2001-02-20,,1.2,20010213.0,-26.0,,-26.0,90.0,20010202.0,42.3,43.0,20010201.0,1782.75,1278.94
2001-02-21,,1.2,20010213.0,-26.0,,-26.0,90.0,20010202.0,42.3,43.0,20010201.0,1749.86,1255.27
2001-02-22,,1.2,20010213.0,-26.0,,-26.0,90.0,20010202.0,42.3,43.0,20010201.0,1746.5,1252.82
2001-02-23,,1.2,20010213.0,-26.0,,-26.0,90.0,20010202.0,42.3,43.0,20010201.0,1736.82,1245.86
2001-02-26,,1.2,20010213.0,-26.0,,-26.0,90.0,20010202.0,42.3,43.0,20010201.0,1767.29,1267.65
2001-02-27,,1.2,20010213.0,-26.0,,-26.0,90.0,20010202.0,42.3,43.0,20010201.0,1753.88,1257.94
2001-02-28,,0.0,20010313.0,72.0,,72.0,75.0,20010309.0,42.1,42.0,20010301.0,1729.07,1239.94
2001-03-01,,0.0,20010313.0,72.0,,72.0,75.0,20010309.0,42.1,42.0,20010301.0,1730.92,1241.23
2001-03-02,,0.0,20010313.0,72.0,,72.0,75.0,20010309.0,42.1,42.0,20010301.0,1721.09,1234.18
2001-03-05,,0.0,20010313.0,72.0,,72.0,75.0,20010309.0,42.1,42.0,20010301.0,1731.42,1241.41
2001-03-06,,0.0,20010313.0,72.0,,72.0,75.0,20010309.0,42.1,42.0,20010301.0,1748.74,1253.8
2001-03-07,,0.0,20010313.0,72.0,,72.0,75.0,20010309.0,42.1,42.0,20010301.0,1760.36,1261.89
2001-03-08,,0.0,20010313.0,72.0,,72.0,75.0,20010309.0,42.1,42.0,20010301.0,1764.39,1264.74
2001-03-09,,0.0,20010313.0,72.0,,72.0,75.0,20010309.0,42.1,42.0,20010301.0,1720.71,1233.42
2001-03-12,,0.0,20010313.0,72.0,,72.0,75.0,20010309.0,42.1,42.0,20010301.0,1646.42,1180.16
2001-03-13,,0.0,20010313.0,72.0,,72.0,75.0,20010309.0,42.1,42.0,20010301.0,1671.19,1197.66
2001-03-14,,0.0,20010313.0,72.0,,72.0,75.0,20010309.0,42.1,42.0,20010301.0,1628.02,1166.71
2001-03-15,,0.0,20010313.0,72.0,,72.0,75.0,20010309.0,42.1,42.0,20010301.0,1637.61,1173.56
2001-03-16,,0.0,20010313.0,72.0,,72.0,75.0,20010309.0,42.1,42.0,20010301.0,1605.48,1150.53
2001-03-19,,0.0,20010313.0,72.0,,72.0,75.0,20010309.0,42.1,42.0,20010301.0,1633.81,1170.81
2001-03-20,,0.0,20010313.0,72.0,,72.0,75.0,20010309.0,42.1,42.0,20010301.0,1594.5,1142.62
2001-03-21,,0.0,20010313.0,72.0,,72.0,75.0,20010309.0,42.1,42.0,20010301.0,1565.98,1122.14
2001-03-22,,0.0,20010313.0,72.0,,72.0,75.0,20010309.0,42.1,42.0,20010301.0,1559.65,1117.58
2001-03-23,,0.0,20010313.0,72.0,,72.0,75.0,20010309.0,42.1,42.0,20010301.0,1590.7,1139.83
2001-03-26,,0.0,20010313.0,72.0,,72.0,75.0,20010309.0,42.1,42.0,20010301.0,1608.65,1152.69
2001-03-27,,0.0,20010313.0,72.0,,72.0,75.0,20010309.0,42.1,42.0,20010301.0,1649.79,1182.17
2001-03-28,,0.0,20010313.0,72.0,,72.0,75.0,20010309.0,42.1,42.0,20010301.0,1609.67,1153.29
2001-03-29,,0.0,20010313.0,72.0,,72.0,75.0,20010309.0,42.1,42.0,20010301.0,1602.26,1147.95
2001-03-30,,0.0,20010313.0,72.0,,72.0,75.0,20010309.0,42.1,42.0,20010301.0,1619.54,1160.33
2001-04-02,,-0.8,20010412.0,-25.0,,-25.0,60.0,20010406.0,43.1,41.5,20010402.0,1599.35,1145.87
2001-04-03,,-0.8,20010412.0,-25.0,,-25.0,60.0,20010406.0,43.1,41.5,20010402.0,1544.35,1106.46
2001-04-04,,-0.8,20010412.0,-25.0,,-25.0,60.0,20010406.0,43.1,41.5,20010402.0,1540.17,1103.25
2001-04-05,,-0.8,20010412.0,-25.0,,-25.0,60.0,20010406.0,43.1,41.5,20010402.0,1607.46,1151.44
2001-04-06,,-0.8,20010412.0,-25.0,,-25.0,60.0,20010406.0,43.1,41.5,20010402.0,1575.71,1128.43
2001-04-09,,-0.8,20010412.0,-25.0,,-25.0,60.0,20010406.0,43.1,41.5,20010402.0,1588.5,1137.59
2001-04-10,,-0.8,20010412.0,-25.0,,-25.0,60.0,20010406.0,43.1,41.5,20010402.0,1631.69,1168.38
2001-04-11,,-0.8,20010412.0,-25.0,,-25.0,60.0,20010406.0,43.1,41.5,20010402.0,1628.23,1165.89
2001-04-12,,-0.8,20010412.0,-25.0,,-25.0,60.0,20010406.0,43.1,41.5,20010402.0,1652.83,1183.5
2001-04-13,,-0.8,20010412.0,-25.0,,-25.0,60.0,20010406.0,43.1,41.5,20010402.0,1652.83,1183.5
2001-04-16,,-0.8,20010412.0,-25.0,,-25.0,60.0,20010406.0,43.1,41.5,20010402.0,1647.5,1179.68
2001-04-17,,-0.8,20010412.0,-25.0,,-25.0,60.0,20010406.0,43.1,41.5,20010402.0,1664.44,1191.81
2001-04-18,,-0.8,20010412.0,-25.0,,-25.0,60.0,20010406.0,43.1,41.5,20010402.0,1729.26,1238.16
2001-04-19,,-0.8,20010412.0,-25.0,,-25.0,60.0,20010406.0,43.1,41.5,20010402.0,1750.98,1253.7
2001-04-20,,-0.8,20010412.0,-25.0,,-25.0,60.0,20010406.0,43.1,41.5,20010402.0,1736.02,1242.98
2001-04-23,,-0.8,20010412.0,-25.0,,-25.0,60.0,20010406.0,43.1,41.5,20010402.0,1710.01,1224.36
2001-04-24,,-0.8,20010412.0,-25.0,,-25.0,60.0,20010406.0,43.1,41.5,20010402.0,1689.23,1209.47
2001-04-25,,-0.8,20010412.0,-25.0,,-25.0,60.0,20010406.0,43.1,41.5,20010402.0,1716.17,1228.75
2001-04-26,,-0.8,20010412.0,-25.0,,-25.0,60.0,20010406.0,43.1,41.5,20010402.0,1724.38,1234.52
2001-04-27,,-0.8,20010412.0,-25.0,,-25.0,60.0,20010406.0,43.1,41.5,20010402.0,1750.32,1253.05
2001-04-30,,1.6,20010511.0,-281.0,,-281.0,15.0,20010504.0,42.7,44.0,20010501.0,1745.39,1249.46
2001-05-01,,1.6,20010511.0,-281.0,,-281.0,15.0,20010504.0,42.7,44.0,20010501.0,1769.12,1266.44
2001-05-02,,1.6,20010511.0,-281.0,,-281.0,15.0,20010504.0,42.7,44.0,20010501.0,1770.66,1267.43
2001-05-03,,1.6,20010511.0,-281.0,,-281.0,15.0,20010504.0,42.7,44.0,20010501.0,1744.54,1248.58
2001-05-04,,1.6,20010511.0,-281.0,,-281.0,15.0,20010504.0,42.7,44.0,20010501.0,1769.78,1266.61
2001-05-07,,1.6,20010511.0,-281.0,,-281.0,15.0,20010504.0,42.7,44.0,20010501.0,1765.49,1263.51
2001-05-08,,1.6,20010511.0,-281.0,,-281.0,15.0,20010504.0,42.7,44.0,20010501.0,1762.41,1261.2
2001-05-09,,1.6,20010511.0,-281.0,,-281.0,15.0,20010504.0,42.7,44.0,20010501.0,1754.72,1255.54
2001-05-10,,1.6,20010511.0,-281.0,,-281.0,15.0,20010504.0,42.7,44.0,20010501.0,1754.46,1255.18
2001-05-11,,1.6,20010511.0,-281.0,,-281.0,15.0,20010504.0,42.7,44.0,20010501.0,1741.33,1245.67
2001-05-14,,1.6,20010511.0,-281.0,,-281.0,15.0,20010504.0,42.7,44.0,20010501.0,1746.01,1248.92
2001-05-15,,1.6,20010511.0,-281.0,,-281.0,15.0,20010504.0,42.7,44.0,20010501.0,1746.75,1249.44
2001-05-16,,1.6,20010511.0,-281.0,,-281.0,15.0,20010504.0,42.7,44.0,20010501.0,1796.72,1284.99
2001-05-17,,1.6,20010511.0,-281.0,,-281.0,15.0,20010504.0,42.7,44.0,20010501.0,1801.63,1288.49
2001-05-18,,1.6,20010511.0,-281.0,,-281.0,15.0,20010504.0,42.7,44.0,20010501.0,1806.83,1291.96
2001-05-21,,1.6,20010511.0,-281.0,,-281.0,15.0,20010504.0,42.7,44.0,20010501.0,1836.02,1312.83
2001-05-22,,1.6,20010511.0,-281.0,,-281.0,15.0,20010504.0,42.7,44.0,20010501.0,1831.2,1309.38
2001-05-23,,1.6,20010511.0,-281.0,,-281.0,15.0,20010504.0,42.7,44.0,20010501.0,1802.84,1289.05
2001-05-24,,1.6,20010511.0,-281.0,,-281.0,15.0,20010504.0,42.7,44.0,20010501.0,1808.64,1293.17
2001-05-25,,1.6,20010511.0,-281.0,,-281.0,15.0,20010504.0,42.7,44.0,20010501.0,1787.28,1277.89
2001-05-28,,1.6,20010511.0,-281.0,,-281.0,15.0,20010504.0,42.7,44.0,20010501.0,1787.28,1277.89
2001-05-29,,1.6,20010511.0,-281.0,,-281.0,15.0,20010504.0,42.7,44.0,20010501.0,1773.46,1267.93
2001-05-30,,1.6,20010511.0,-281.0,,-281.0,15.0,20010504.0,42.7,44.0,20010501.0,1746.11,1248.08
2001-05-31,0.3,0.3,20010613.0,-38.0,,-38.0,-50.0,20010601.0,41.3,43.5,20010601.0,1757.09,1255.82
2001-06-01,0.3,0.3,20010613.0,-38.0,,-38.0,-50.0,20010601.0,41.3,43.5,20010601.0,1763.87,1260.67
2001-06-04,0.3,0.3,20010613.0,-38.0,,-38.0,-50.0,20010601.0,41.3,43.5,20010601.0,1772.91,1267.11
2001-06-05,0.3,0.3,20010613.0,-38.0,,-38.0,-50.0,20010601.0,41.3,43.5,20010601.0,1795.96,1283.57
2001-06-06,0.3,0.3,20010613.0,-38.0,,-38.0,-50.0,20010601.0,41.3,43.5,20010601.0,1777.25,1270.03
2001-06-07,0.3,0.3,20010613.0,-38.0,,-38.0,-50.0,20010601.0,41.3,43.5,20010601.0,1786.99,1276.96
2001-06-08,0.3,0.3,20010613.0,-38.0,,-38.0,-50.0,20010601.0,41.3,43.5,20010601.0,1770.21,1264.96
2001-06-11,0.3,0.3,20010613.0,-38.0,,-38.0,-50.0,20010601.0,41.3,43.5,20010601.0,1755.42,1254.39
2001-06-12,0.3,0.3,20010613.0,-38.0,,-38.0,-50.0,20010601.0,41.3,43.5,20010601.0,1757.48,1255.85
2001-06-13,0.3,0.3,20010613.0,-38.0,,-38.0,-50.0,20010601.0,41.3,43.5,20010601.0,1737.94,1241.6
2001-06-14,0.3,0.3,20010613.0,-38.0,,-38.0,-50.0,20010601.0,41.3,43.5,20010601.0,1707.56,1219.87
2001-06-15,0.3,0.3,20010613.0,-38.0,,-38.0,-50.0,20010601.0,41.3,43.5,20010601.0,1699.85,1214.36
2001-06-18,0.3,0.3,20010613.0,-38.0,,-38.0,-50.0,20010601.0,41.3,43.5,20010601.0,1691.59,1208.43
2001-06-19,0.3,0.3,20010613.0,-38.0,,-38.0,-50.0,20010601.0,41.3,43.5,20010601.0,1697.41,1212.58
2001-06-20,0.3,0.3,20010613.0,-38.0,,-38.0,-50.0,20010601.0,41.3,43.5,20010601.0,1712.26,1223.14
2001-06-21,0.3,0.3,20010613.0,-38.0,,-38.0,-50.0,20010601.0,41.3,43.5,20010601.0,1731.75,1237.04
2001-06-22,0.3,0.3,20010613.0,-38.0,,-38.0,-50.0,20010601.0,41.3,43.5,20010601.0,1715.39,1225.35
2001-06-25,0.3,0.3,20010613.0,-38.0,,-38.0,-50.0,20010601.0,41.3,43.5,20010601.0,1705.94,1218.6
2001-06-26,0.3,0.3,20010613.0,-38.0,,-38.0,-50.0,20010601.0,41.3,43.5,20010601.0,1703.37,1216.76
2001-06-27,0.3,0.3,20010613.0,-38.0,,-38.0,-50.0,20010601.0,41.3,43.5,20010601.0,1695.61,1211.07
2001-06-28,0.3,0.3,20010613.0,-38.0,,-38.0,-50.0,20010601.0,41.3,43.5,20010601.0,1716.81,1226.2
2001-06-29,0.3,0.3,20010613.0,-38.0,,-38.0,-50.0,20010601.0,41.3,43.5,20010601.0,1714.32,1224.42
2001-07-02,0.3,-0.4,20010713.0,-131.0,,-131.0,-50.0,20010706.0,43.2,43.0,20010702.0,1731.53,1236.71
2001-07-03,0.3,-0.4,20010713.0,-131.0,,-131.0,-50.0,20010706.0,43.2,43.0,20010702.0,1728.65,1234.45
2001-07-04,0.3,-0.4,20010713.0,-131.0,,-131.0,-50.0,20010706.0,43.2,43.0,20010702.0,1728.65,1234.45
2001-07-05,0.3,-0.4,20010713.0,-131.0,,-131.0,-50.0,20010706.0,43.2,43.0,20010702.0,1707.68,1219.24
2001-07-06,0.3,-0.4,20010713.0,-131.0,,-131.0,-50.0,20010706.0,43.2,43.0,20010702.0,1667.9,1190.59
2001-07-09,0.3,-0.4,20010713.0,-131.0,,-131.0,-50.0,20010706.0,43.2,43.0,20010702.0,1679.4,1198.78
2001-07-10,0.3,-0.4,20010713.0,-131.0,,-131.0,-50.0,20010706.0,43.2,43.0,20010702.0,1655.3,1181.52
2001-07-11,0.3,-0.4,20010713.0,-131.0,,-131.0,-50.0,20010706.0,43.2,43.0,20010702.0,1653.54,1180.18
2001-07-12,0.3,-0.4,20010713.0,-131.0,,-131.0,-50.0,20010706.0,43.2,43.0,20010702.0,1692.73,1208.14
2001-07-13,0.3,-0.4,20010713.0,-131.0,,-131.0,-50.0,20010706.0,43.2,43.0,20010702.0,1703.31,1215.68
2001-07-16,0.3,-0.4,20010713.0,-131.0,,-131.0,-50.0,20010706.0,43.2,43.0,20010702.0,1684.77,1202.45
2001-07-17,0.3,-0.4,20010713.0,-131.0,,-131.0,-50.0,20010706.0,43.2,43.0,20010702.0,1701.57,1214.44
2001-07-18,0.3,-0.4,20010713.0,-131.0,,-131.0,-50.0,20010706.0,43.2,43.0,20010702.0,1692.27,1207.71
2001-07-19,0.3,-0.4,20010713.0,-131.0,,-131.0,-50.0,20010706.0,43.2,43.0,20010702.0,1702.52,1215.02
2001-07-20,0.3,-0.4,20010713.0,-131.0,,-131.0,-50.0,20010706.0,43.2,43.0,20010702.0,1696.67,1210.85
2001-07-23,0.3,-0.4,20010713.0,-131.0,,-131.0,-50.0,20010706.0,43.2,43.0,20010702.0,1668.9,1191.03
2001-07-24,0.3,-0.4,20010713.0,-131.0,,-131.0,-50.0,20010706.0,43.2,43.0,20010702.0,1641.76,1171.65
2001-07-25,0.3,-0.4,20010713.0,-131.0,,-131.0,-50.0,20010706.0,43.2,43.0,20010702.0,1668.16,1190.49
2001-07-26,0.3,-0.4,20010713.0,-131.0,,-131.0,-50.0,20010706.0,43.2,43.0,20010702.0,1685.62,1202.93
2001-07-27,0.3,-0.4,20010713.0,-131.0,,-131.0,-50.0,20010706.0,43.2,43.0,20010702.0,1689.78,1205.82
2001-07-30,0.3,-0.4,20010713.0,-131.0,,-131.0,-50.0,20010706.0,43.2,43.0,20010702.0,1688.03,1204.52
2001-07-31,-0.2,-0.3,20010814.0,-112.0,,-112.0,-50.0,20010803.0,43.5,44.5,20010801.0,1697.44,1211.23
2001-08-01,-0.2,-0.3,20010814.0,-112.0,,-112.0,-50.0,20010803.0,43.5,44.5,20010801.0,1704.24,1215.93
2001-08-02,-0.2,-0.3,20010814.0,-112.0,,-112.0,-50.0,20010803.0,43.5,44.5,20010801.0,1711.17,1220.75
2001-08-03,-0.2,-0.3,20010814.0,-112.0,,-112.0,-50.0,20010803.0,43.5,44.5,20010801.0,1702.43,1214.35
2001-08-06,-0.2,-0.3,20010814.0,-112.0,,-112.0,-50.0,20010803.0,43.5,44.5,20010801.0,1683.03,1200.48
2001-08-07,-0.2,-0.3,20010814.0,-112.0,,-112.0,-50.0,20010803.0,43.5,44.5,20010801.0,1688.6,1204.4
2001-08-08,-0.2,-0.3,20010814.0,-112.0,,-112.0,-50.0,20010803.0,43.5,44.5,20010801.0,1659.58,1183.53
2001-08-09,-0.2,-0.3,20010814.0,-112.0,,-112.0,-50.0,20010803.0,43.5,44.5,20010801.0,1659.76,1183.43
2001-08-10,-0.2,-0.3,20010814.0,-112.0,,-112.0,-50.0,20010803.0,43.5,44.5,20010801.0,1669.21,1190.16
2001-08-13,-0.2,-0.3,20010814.0,-112.0,,-112.0,-50.0,20010803.0,43.5,44.5,20010801.0,1670.96,1191.29
2001-08-14,-0.2,-0.3,20010814.0,-112.0,,-112.0,-50.0,20010803.0,43.5,44.5,20010801.0,1664.61,1186.73
2001-08-15,-0.2,-0.3,20010814.0,-112.0,,-112.0,-50.0,20010803.0,43.5,44.5,20010801.0,1652.71,1178.02
2001-08-16,-0.2,-0.3,20010814.0,-112.0,,-112.0,-50.0,20010803.0,43.5,44.5,20010801.0,1657.87,1181.66
2001-08-17,-0.2,-0.3,20010814.0,-112.0,,-112.0,-50.0,20010803.0,43.5,44.5,20010801.0,1630.34,1161.97
2001-08-20,-0.2,-0.3,20010814.0,-112.0,,-112.0,-50.0,20010803.0,43.5,44.5,20010801.0,1643.59,1171.41
2001-08-21,-0.2,-0.3,20010814.0,-112.0,,-112.0,-50.0,20010803.0,43.5,44.5,20010801.0,1623.74,1157.26
2001-08-22,-0.2,-0.3,20010814.0,-112.0,,-112.0,-50.0,20010803.0,43.5,44.5,20010801.0,1635.16,1165.31
2001-08-23,-0.2,-0.3,20010814.0,-112.0,,-112.0,-50.0,20010803.0,43.5,44.5,20010801.0,1630.66,1162.09
2001-08-24,-0.2,-0.3,20010814.0,-112.0,,-112.0,-50.0,20010803.0,43.5,44.5,20010801.0,1662.74,1184.93
2001-08-27,-0.2,-0.3,20010814.0,-112.0,,-112.0,-50.0,20010803.0,43.5,44.5,20010801.0,1654.72,1179.21
2001-08-28,-0.2,-0.3,20010814.0,-112.0,,-112.0,-50.0,20010803.0,43.5,44.5,20010801.0,1629.91,1161.51
2001-08-29,-0.2,-0.3,20010814.0,-112.0,,-112.0,-50.0,20010803.0,43.5,44.5,20010801.0,1612.05,1148.6
2001-08-30,-0.2,-0.3,20010814.0,-112.0,,-112.0,-50.0,20010803.0,43.5,44.5,20010801.0,1584.77,1129.03
2001-08-31,0.3,0.7,20010914.0,-157.0,,-157.0,-45.0,20010907.0,46.3,44.0,20010904.0,1591.18,1133.58
2001-09-03,0.3,0.7,20010914.0,-157.0,,-157.0,-45.0,20010907.0,46.3,44.0,20010904.0,1591.18,1133.58
2001-09-04,0.3,0.7,20010914.0,-157.0,,-157.0,-45.0,20010907.0,46.3,44.0,20010904.0,1590.29,1132.94
2001-09-05,0.3,0.7,20010914.0,-157.0,,-157.0,-45.0,20010907.0,46.3,44.0,20010904.0,1588.93,1131.74
2001-09-06,0.3,0.7,20010914.0,-157.0,,-157.0,-45.0,20010907.0,46.3,44.0,20010904.0,1553.41,1106.4
2001-09-07,0.3,0.7,20010914.0,-157.0,,-157.0,-45.0,20010907.0,46.3,44.0,20010904.0,1524.47,1085.78
2001-09-10,0.3,0.7,20010914.0,-157.0,,-157.0,-45.0,20010907.0,46.3,44.0,20010904.0,1533.98,1092.54
2001-09-11,0.3,0.7,20010914.0,-157.0,,-157.0,-45.0,20010907.0,46.3,44.0,20010904.0,1533.98,1092.54
2001-09-12,0.3,0.7,20010914.0,-157.0,,-157.0,-45.0,20010907.0,46.3,44.0,20010904.0,1533.98,1092.54
2001-09-13,0.3,0.7,20010914.0,-157.0,,-157.0,-45.0,20010907.0,46.3,44.0,20010904.0,1533.98,1092.54
2001-09-14,0.3,0.7,20010914.0,-157.0,,-157.0,-45.0,20010907.0,46.3,44.0,20010904.0,1533.98,1092.54
2001-09-17,0.3,0.7,20010914.0,-157.0,,-157.0,-45.0,20010907.0,46.3,44.0,20010904.0,1459.0,1038.77
2001-09-18,0.3,0.7,20010914.0,-157.0,,-157.0,-45.0,20010907.0,46.3,44.0,20010904.0,1450.54,1032.74
2001-09-19,0.3,0.7,20010914.0,-157.0,,-157.0,-45.0,20010907.0,46.3,44.0,20010904.0,1427.25,1016.1
2001-09-20,0.3,0.7,20010914.0,-157.0,,-157.0,-45.0,20010907.0,46.3,44.0,20010904.0,1382.93,984.54
2001-09-21,0.3,0.7,20010914.0,-157.0,,-157.0,-45.0,20010907.0,46.3,44.0,20010904.0,1356.61,965.8
2001-09-24,0.3,0.7,20010914.0,-157.0,,-157.0,-45.0,20010907.0,46.3,44.0,20010904.0,1409.5,1003.45
2001-09-25,0.3,0.7,20010914.0,-157.0,,-157.0,-45.0,20010907.0,46.3,44.0,20010904.0,1421.91,1012.27
2001-09-26,0.3,0.7,20010914.0,-157.0,,-157.0,-45.0,20010907.0,46.3,44.0,20010904.0,1415.01,1007.04
2001-09-27,0.3,0.7,20010914.0,-157.0,,-157.0,-45.0,20010907.0,46.3,44.0,20010904.0,1431.29,1018.61
2001-09-28,0.3,0.7,20010914.0,-157.0,,-157.0,-45.0,20010907.0,46.3,44.0,20010904.0,1462.69,1040.94
2001-10-01,-0.8,-1.9,20011012.0,-240.0,,-240.0,-100.0,20011005.0,46.2,45.6,20011001.0,1459.33,1038.55
2001-10-02,-0.8,-1.9,20011012.0,-240.0,,-240.0,-100.0,20011005.0,46.2,45.6,20011001.0,1477.29,1051.33
2001-10-03,-0.8,-1.9,20011012.0,-240.0,,-240.0,-100.0,20011005.0,46.2,45.6,20011001.0,1507.03,1072.28
2001-10-04,-0.8,-1.9,20011012.0,-240.0,,-240.0,-100.0,20011005.0,46.2,45.6,20011001.0,1503.31,1069.63
2001-10-05,-0.8,-1.9,20011012.0,-240.0,,-240.0,-100.0,20011005.0,46.2,45.6,20011001.0,1506.11,1071.38
2001-10-08,-0.8,-1.9,20011012.0,-240.0,,-240.0,-100.0,20011005.0,46.2,45.6,20011001.0,1493.54,1062.44
2001-10-09,-0.8,-1.9,20011012.0,-240.0,,-240.0,-100.0,20011005.0,46.2,45.6,20011001.0,1485.63,1056.75
2001-10-10,-0.8,-1.9,20011012.0,-240.0,,-240.0,-100.0,20011005.0,46.2,45.6,20011001.0,1519.77,1080.99
2001-10-11,-0.8,-1.9,20011012.0,-240.0,,-240.0,-100.0,20011005.0,46.2,45.6,20011001.0,1542.98,1097.43
2001-10-12,-0.8,-1.9,20011012.0,-240.0,,-240.0,-100.0,20011005.0,46.2,45.6,20011001.0,1534.86,1091.65
2001-10-15,-0.8,-1.9,20011012.0,-240.0,,-240.0,-100.0,20011005.0,46.2,45.6,20011001.0,1532.52,1089.98
2001-10-16,-0.8,-1.9,20011012.0,-240.0,,-240.0,-100.0,20011005.0,46.2,45.6,20011001.0,1543.15,1097.54
2001-10-17,-0.8,-1.9,20011012.0,-240.0,,-240.0,-100.0,20011005.0,46.2,45.6,20011001.0,1514.5,1077.09
2001-10-18,-0.8,-1.9,20011012.0,-240.0,,-240.0,-100.0,20011005.0,46.2,45.6,20011001.0,1502.61,1068.61
2001-10-19,-0.8,-1.9,20011012.0,-240.0,,-240.0,-100.0,20011005.0,46.2,45.6,20011001.0,1509.46,1073.48
