,Retail Sales Exp MoM,Retail Sales MoM,Retail Sales Release,Payrolls,Citi Suprise,Payrolls,Payrolls Exp,Payrolls Release,ISM Manufacturing,ISM Manufacturing Exp,ISM Manufacturing Release,S&P 500 TR,S&P 500 Price
2007-07-02,-0.1,-0.8,20070713.0,78.0,44.1,78.0,125.0,20070706.0,52.6,55.0,20070702.0,2363.28,1519.43
2007-07-03,-0.1,-0.8,20070713.0,78.0,43.3,78.0,125.0,20070706.0,52.6,55.0,20070702.0,2372.22,1524.87
2007-07-04,-0.1,-0.8,20070713.0,78.0,41.9,78.0,125.0,20070706.0,52.6,55.0,20070702.0,2372.22,1524.87
2007-07-05,-0.1,-0.8,20070713.0,78.0,47.8,78.0,125.0,20070706.0,52.6,55.0,20070702.0,2373.07,1525.4
2007-07-06,-0.1,-0.8,20070713.0,78.0,48.6,78.0,125.0,20070706.0,52.6,55.0,20070702.0,2381.59,1530.44
2007-07-09,-0.1,-0.8,20070713.0,78.0,48.6,78.0,125.0,20070706.0,52.6,55.0,20070702.0,2383.8,1531.85
2007-07-10,-0.1,-0.8,20070713.0,78.0,48.6,78.0,125.0,20070706.0,52.6,55.0,20070702.0,2349.98,1510.12
2007-07-11,-0.1,-0.8,20070713.0,78.0,48.3,78.0,125.0,20070706.0,52.6,55.0,20070702.0,2363.72,1518.76
2007-07-12,-0.1,-0.8,20070713.0,78.0,48.9,78.0,125.0,20070706.0,52.6,55.0,20070702.0,2408.79,1547.7
2007-07-13,-0.1,-0.8,20070713.0,78.0,42.8,78.0,125.0,20070706.0,52.6,55.0,20070702.0,2416.28,1552.5
2007-07-16,-0.1,-0.8,20070713.0,78.0,47.7,78.0,125.0,20070706.0,52.6,55.0,20070702.0,2411.65,1549.52
2007-07-17,-0.1,-0.8,20070713.0,78.0,65.2,78.0,125.0,20070706.0,52.6,55.0,20070702.0,2411.41,1549.37
2007-07-18,-0.1,-0.8,20070713.0,78.0,65.5,78.0,125.0,20070706.0,52.6,55.0,20070702.0,2406.69,1546.17
2007-07-19,-0.1,-0.8,20070713.0,78.0,62.9,78.0,125.0,20070706.0,52.6,55.0,20070702.0,2417.5,1553.08
2007-07-20,-0.1,-0.8,20070713.0,78.0,62.9,78.0,125.0,20070706.0,52.6,55.0,20070702.0,2387.96,1534.1
2007-07-23,-0.1,-0.8,20070713.0,78.0,63.4,78.0,125.0,20070706.0,52.6,55.0,20070702.0,2399.64,1541.57
2007-07-24,-0.1,-0.8,20070713.0,78.0,63.6,78.0,125.0,20070706.0,52.6,55.0,20070702.0,2352.12,1511.04
2007-07-25,-0.1,-0.8,20070713.0,78.0,64.3,78.0,125.0,20070706.0,52.6,55.0,20070702.0,2363.12,1518.09
2007-07-26,-0.1,-0.8,20070713.0,78.0,60.8,78.0,125.0,20070706.0,52.6,55.0,20070702.0,2307.98,1482.66
2007-07-27,-0.1,-0.8,20070713.0,78.0,63.4,78.0,125.0,20070706.0,52.6,55.0,20070702.0,2271.41,1458.95
2007-07-30,-0.1,-0.8,20070713.0,78.0,60.0,78.0,125.0,20070706.0,52.6,55.0,20070702.0,2294.75,1473.91
2007-07-31,0.2,0.4,20070813.0,-33.0,66.5,-33.0,127.0,20070803.0,52.4,55.0,20070801.0,2265.75,1455.27
2007-08-01,0.2,0.4,20070813.0,-33.0,63.3,-33.0,127.0,20070803.0,52.4,55.0,20070801.0,2282.3,1465.81
2007-08-02,0.2,0.4,20070813.0,-33.0,63.6,-33.0,127.0,20070803.0,52.4,55.0,20070801.0,2292.79,1472.2
2007-08-03,0.2,0.4,20070813.0,-33.0,51.5,-33.0,127.0,20070803.0,52.4,55.0,20070801.0,2231.98,1433.06
2007-08-06,0.2,0.4,20070813.0,-33.0,54.5,-33.0,127.0,20070803.0,52.4,55.0,20070801.0,2285.93,1467.67
2007-08-07,0.2,0.4,20070813.0,-33.0,57.3,-33.0,127.0,20070803.0,52.4,55.0,20070801.0,2300.1,1476.71
2007-08-08,0.2,0.4,20070813.0,-33.0,58.0,-33.0,127.0,20070803.0,52.4,55.0,20070801.0,2333.24,1497.49
2007-08-09,0.2,0.4,20070813.0,-33.0,57.2,-33.0,127.0,20070803.0,52.4,55.0,20070801.0,2264.5,1453.09
2007-08-10,0.2,0.4,20070813.0,-33.0,56.4,-33.0,127.0,20070803.0,52.4,55.0,20070801.0,2265.36,1453.64
2007-08-13,0.2,0.4,20070813.0,-33.0,52.8,-33.0,127.0,20070803.0,52.4,55.0,20070801.0,2264.58,1452.92
2007-08-14,0.2,0.4,20070813.0,-33.0,64.1,-33.0,127.0,20070803.0,52.4,55.0,20070801.0,2223.71,1426.54
2007-08-15,0.2,0.4,20070813.0,-33.0,83.2,-33.0,127.0,20070803.0,52.4,55.0,20070801.0,2193.4,1406.7
2007-08-16,0.2,0.4,20070813.0,-33.0,76.9,-33.0,127.0,20070803.0,52.4,55.0,20070801.0,2200.61,1411.27
2007-08-17,0.2,0.4,20070813.0,-33.0,73.2,-33.0,127.0,20070803.0,52.4,55.0,20070801.0,2254.68,1445.94
2007-08-20,0.2,0.4,20070813.0,-33.0,69.4,-33.0,127.0,20070803.0,52.4,55.0,20070801.0,2254.07,1445.55
2007-08-21,0.2,0.4,20070813.0,-33.0,67.6,-33.0,127.0,20070803.0,52.4,55.0,20070801.0,2256.52,1447.12
2007-08-22,0.2,0.4,20070813.0,-33.0,66.4,-33.0,127.0,20070803.0,52.4,55.0,20070801.0,2283.08,1464.07
2007-08-23,0.2,0.4,20070813.0,-33.0,66.4,-33.0,127.0,20070803.0,52.4,55.0,20070801.0,2280.68,1462.5
2007-08-24,0.2,0.4,20070813.0,-33.0,70.8,-33.0,127.0,20070803.0,52.4,55.0,20070801.0,2307.22,1479.37
2007-08-27,0.2,0.4,20070813.0,-33.0,65.0,-33.0,127.0,20070803.0,52.4,55.0,20070801.0,2287.62,1466.79
2007-08-28,0.2,0.4,20070813.0,-33.0,64.6,-33.0,127.0,20070803.0,52.4,55.0,20070801.0,2234.02,1432.36
2007-08-29,0.2,0.4,20070813.0,-33.0,62.8,-33.0,127.0,20070803.0,52.4,55.0,20070801.0,2283.58,1463.76
2007-08-30,0.2,0.4,20070813.0,-33.0,59.3,-33.0,127.0,20070803.0,52.4,55.0,20070801.0,2274.16,1457.64
2007-08-31,0.5,0.4,20070914.0,-24.0,59.1,-24.0,100.0,20070907.0,50.9,53.0,20070904.0,2299.71,1473.99
2007-09-03,0.5,0.4,20070914.0,-24.0,52.3,-24.0,100.0,20070907.0,50.9,53.0,20070904.0,2299.71,1473.99
2007-09-04,0.5,0.4,20070914.0,-24.0,49.5,-24.0,100.0,20070907.0,50.9,53.0,20070904.0,2323.83,1489.42
2007-09-05,0.5,0.4,20070914.0,-24.0,45.5,-24.0,100.0,20070907.0,50.9,53.0,20070904.0,2298.16,1472.29
2007-09-06,0.5,0.4,20070914.0,-24.0,47.6,-24.0,100.0,20070907.0,50.9,53.0,20070904.0,2308.35,1478.55
2007-09-07,0.5,0.4,20070914.0,-24.0,34.8,-24.0,100.0,20070907.0,50.9,53.0,20070904.0,2269.32,1453.55
2007-09-10,0.5,0.4,20070914.0,-24.0,30.3,-24.0,100.0,20070907.0,50.9,53.0,20070904.0,2266.51,1451.7
2007-09-11,0.5,0.4,20070914.0,-24.0,29.1,-24.0,100.0,20070907.0,50.9,53.0,20070904.0,2297.41,1471.49
2007-09-12,0.5,0.4,20070914.0,-24.0,28.7,-24.0,100.0,20070907.0,50.9,53.0,20070904.0,2298.14,1471.56
2007-09-13,0.5,0.4,20070914.0,-24.0,28.3,-24.0,100.0,20070907.0,50.9,53.0,20070904.0,2317.63,1483.95
2007-09-14,0.5,0.4,20070914.0,-24.0,15.5,-24.0,100.0,20070907.0,50.9,53.0,20070904.0,2318.11,1484.25
2007-09-17,0.5,0.4,20070914.0,-24.0,12.8,-24.0,100.0,20070907.0,50.9,53.0,20070904.0,2306.25,1476.65
2007-09-18,0.5,0.4,20070914.0,-24.0,-6.8,-24.0,100.0,20070907.0,50.9,53.0,20070904.0,2373.63,1519.78
2007-09-19,0.5,0.4,20070914.0,-24.0,-7.3,-24.0,100.0,20070907.0,50.9,53.0,20070904.0,2388.15,1529.03
2007-09-20,0.5,0.4,20070914.0,-24.0,-2.6,-24.0,100.0,20070907.0,50.9,53.0,20070904.0,2372.61,1518.75
2007-09-21,0.5,0.4,20070914.0,-24.0,-2.7,-24.0,100.0,20070907.0,50.9,53.0,20070904.0,2383.55,1525.75
2007-09-24,0.5,0.4,20070914.0,-24.0,-2.6,-24.0,100.0,20070907.0,50.9,53.0,20070904.0,2371.03,1517.73
2007-09-25,0.5,0.4,20070914.0,-24.0,-10.8,-24.0,100.0,20070907.0,50.9,53.0,20070904.0,2370.26,1517.21
2007-09-26,0.5,0.4,20070914.0,-24.0,-12.6,-24.0,100.0,20070907.0,50.9,53.0,20070904.0,2383.53,1525.42
2007-09-27,0.5,0.4,20070914.0,-24.0,-14.4,-24.0,100.0,20070907.0,50.9,53.0,20070904.0,2392.92,1531.38
2007-09-28,0.5,0.4,20070914.0,-24.0,-14.0,-24.0,100.0,20070907.0,50.9,53.0,20070904.0,2385.72,1526.75
2007-10-01,0.2,0.6,20071012.0,88.0,-17.5,88.0,100.0,20071005.0,51.0,52.6,20071001.0,2417.44,1547.04
2007-10-02,0.2,0.6,20071012.0,88.0,-18.6,88.0,100.0,20071005.0,51.0,52.6,20071001.0,2416.83,1546.63
2007-10-03,0.2,0.6,20071012.0,88.0,-18.4,88.0,100.0,20071005.0,51.0,52.6,20071001.0,2406.3,1539.59
2007-10-04,0.2,0.6,20071012.0,88.0,-18.5,88.0,100.0,20071005.0,51.0,52.6,20071001.0,2411.41,1542.84
2007-10-05,0.2,0.6,20071012.0,88.0,-17.4,88.0,100.0,20071005.0,51.0,52.6,20071001.0,2435.16,1557.59
2007-10-08,0.2,0.6,20071012.0,88.0,-17.7,88.0,100.0,20071005.0,51.0,52.6,20071001.0,2427.33,1552.58
2007-10-09,0.2,0.6,20071012.0,88.0,-17.6,88.0,100.0,20071005.0,51.0,52.6,20071001.0,2447.03,1565.15
2007-10-10,0.2,0.6,20071012.0,88.0,-17.2,88.0,100.0,20071005.0,51.0,52.6,20071001.0,2443.02,1562.47
2007-10-11,0.2,0.6,20071012.0,88.0,-12.1,88.0,100.0,20071005.0,51.0,52.6,20071001.0,2430.55,1554.41
2007-10-12,0.2,0.6,20071012.0,88.0,-12.8,88.0,100.0,20071005.0,51.0,52.6,20071001.0,2442.12,1561.8
2007-10-15,0.2,0.6,20071012.0,88.0,-12.4,88.0,100.0,20071005.0,51.0,52.6,20071001.0,2421.67,1548.71
2007-10-16,0.2,0.6,20071012.0,88.0,-40.4,88.0,100.0,20071005.0,51.0,52.6,20071001.0,2405.76,1538.53
2007-10-17,0.2,0.6,20071012.0,88.0,-42.3,88.0,100.0,20071005.0,51.0,52.6,20071001.0,2410.22,1541.24
2007-10-18,0.2,0.6,20071012.0,88.0,-42.3,88.0,100.0,20071005.0,51.0,52.6,20071001.0,2408.46,1540.08
2007-10-19,0.2,0.6,20071012.0,88.0,-42.2,88.0,100.0,20071005.0,51.0,52.6,20071001.0,2346.78,1500.63
2007-10-22,0.2,0.6,20071012.0,88.0,-42.0,88.0,100.0,20071005.0,51.0,52.6,20071001.0,2355.74,1506.33
2007-10-23,0.2,0.6,20071012.0,88.0,-41.8,88.0,100.0,20071005.0,51.0,52.6,20071001.0,2376.47,1519.59
2007-10-24,0.2,0.6,20071012.0,88.0,-42.2,88.0,100.0,20071005.0,51.0,52.6,20071001.0,2370.71,1515.88
